input,response
"""Caroline: ""I am this close to tugging on my testicles again""
Megan: Friends, right?
Caroline: Bravo! Who said it?
Megan: Ross or Chandler... Ross!
Caroline: <file_gif>""","Caroline is referencing a quote about pulling on testicles, and Megan identifies it as a line from ""Friends,"" said by Ross."
"""Ron: check your email :P
Josh: what did u send me?
Ron: sth you want to have.  
Ron: Check :D :D""","Ron asks Josh to check his email, hinting that he sent something Josh would like."
"""Phil: can you go out today?
Phoebe: no
Phoebe: my mum is still angry
Phil: why?
Phoebe: i used her perfume
Phil: so what?
Phoebe: i used it and broke it
Phil: really?
Phil: xd lol
Phoebe: not funny
Phoebe: it was very expensive
Phoebe: besides, our whole house stinks
Phil: so it was not so beautiful perfume?
Phoebe: it was, but not 100 ml for 80 square meters""","Phil asks Phoebe if she can go out, but Phoebe replies she can't because her mom is still angry at her for using and breaking an expensive perfume. Phil finds the situation amusing, but Phoebe explains that the whole house now has an overwhelming smell of the perfume."
"""Rob: Are we meeting up 2morrow?
Eve: How about Sunday
Eve: stores are open so we can go then
Rob: Ok I just don't know what time they close
Eve: we have ot go in the moring 
Eve: I have some stuff to do around 3
Rob: ok""",Rob and Eve plan to meet on Sunday to go to stores in the morning because Eve has plans at 3 PM.
"""Betty: <file_photo>
Sandra: Hahaha!
Betty: This guy has totally nailed it!
Sandra: I have a special place in my heart for men that take care of animals.
Betty: I know! He and his cat look so cute!
Sandra: Haha! I'm sure he could've taken good care of us too!
Betty: :) :) :)
Betty: Sandra you naughty girl!
Sandra: Oh stop it. We both know that you think that too.
Betty: Maybe a little.
Sandra: Btw, my ex just messeged me. He said he had been thinking about our split-up recently and he stated that it had been a mistake.
Betty: Seriously?! After 3 months?
Sandra: Yeah. The worst thing is that I think that too :(
Betty: You are not thinking of getting back to him are you?
Sandra: ...
Betty: Come on! He was such a jerk back then! Don't you remember how sick you felt when he left you?
Sandra: I know but
Betty: No buts! I'll be at your place at 6. I'll bring the wine!""","Betty shares a photo with Sandra, who finds it amusing. They discuss a man in the photo who looks cute with his cat, and Sandra jokingly implies he could take care of them too. Sandra then reveals her ex messaged her, expressing regret about their breakup. Betty advises against getting back with him, reminding Sandra how badly he treated her. Betty plans to visit Sandra with wine to support her."
"""Anna: Still, great app! And it's for men too! U choose ur sex and then add photos of clothes :)
Peter: Is there a minimum number of clothes I should add?
Anna: No! And there is no maximum! You can add as many as u want!
Peter: So if I only add 3 items, I will always get the same results?
Anna: Ur still making fun of me!
Peter: I just don't get it. Every morning I approach my wardrobe, open it, choose the clothes I want to wear or prepare them the previous day and that's it. I don't need an app to tell me what to wear with what.
Anna: Okay... Let's play a game. 
Peter: You're not going to make me cut my fingers off?
Anna: No ;) how many pairs of trousers do u have?
Peter: 5 or 6.
Anna: How many shirts do you have?
Peter: T-shirts or regular shirts?
Anna: Shirts. Let's focus on ur work look.
Peter: 3 or 4.
Anna: What about jackets?
Peter: 2.
Anna: Great! Now imagine I have 12 shirts, 10 pairs of trousers, and 6 jackets. And I have to decide what to wear in a split second.
Peter: All right. It's slowly dawning on me. ""","Anna talks about an app for organizing clothes for both men and women, allowing users to add any number of items. Peter initially questions the usefulness of the app, as he picks out his clothes manually without issue. Anna then uses a game to illustrate how the app could simplify decision-making when dealing with larger wardrobes, eventually helping Peter understand its utility."
"""Dan: <file_photo>
Hulk: omg! Did it hurt?
Dan: no. I got an injection with anaesthesis. But its not working any more and it hurts:(
Pete: you're quite swollen
Dan: Its nothing compared to yesterday!
Hulk: you're kidding
Hulk: were you even more swollen than this?
Dan: Yes
Pete: Jesus""","Dan shares a photo. Hulk asks if it hurt, and Dan says he had anesthesia but now it hurts. Pete notes Dan is swollen, and Dan says it was worse yesterday. Hulk expresses disbelief, and Dan confirms. Pete reacts with ""Jesus."""
"""Judah: Hello
Archie: Hey
Judah: So what time are you arriving from Southampton?
Archie: Around midnight; I'll be travelling to yours by bus, so it might take an hour or so
Judah: No worries. Call me on the phone if I happen to be dead by the time you get here
Archie: Lol Will do!""","Judah asks Archie when he will arrive from Southampton. Archie replies that he will arrive around midnight and will travel by bus, which could take an hour. Judah jokes about being dead by the time Archie arrives and asks him to call if that happens. Archie responds with amusement and agrees."
"""Biwott: Did you watch the series I told you
Chloe: No not yet.
Chloe: I have been busy this week but I will watch it during the weekend
Biwott: 👍""","Biwott asked Chloe if she watched the series he recommended. Chloe replied that she hasn't yet because she's been busy, but plans to watch it over the weekend. Biwott responded with a thumbs up emoji."
"""Lauren: ladies, i'm thinking of getting a tattoo
Nelly: oh cool i'd love to get one too
Tessie: ru thinking of sth specific?
Nelly: neh, probably i won't get one ever. i'm afraid of pain
Lauren: i'd like to get sth small on my leg.
Tessie: where exactly?
Lauren: above the ankle. sth small. a bird?
Tessie: i know a couple of guys who do it. let me know
Lauren: gr8. i'm like 87% sure yet""","Lauren is considering getting a small tattoo above her ankle, possibly of a bird. Nelly is interested in getting a tattoo but is deterred by the fear of pain. Tessie offers to connect Lauren with tattoo artists she knows. Lauren is somewhat certain (87%) about her decision."
"""Wendy: I think the upstairs toilet might be blocked.
David: Oh NO! NOT AGAIN!
Wendy: I'm not sure if it is but it is not draining very well.
David: Then it probably is blocked.
David: You haven't like flushed any tampons or pads down there?
Wendy: Of course not!
Wendy: I know not to do that.
Wendy: Do you think I'm that stupid?
David: Didn't say that. I was just checking.
David: That toilet is a major issue ever since we got the house.
Wendy: Yeah, where are the good old days of renting where you ring the landlord and it is his problem! :-P
David: Hahaha! True!
David: Did you call the plumber already?
Wendy: No. I don't think we can afford to pay the plumber this month.
David: Fuck! Don't you have anything left in the kitty?
Wendy: Well I did but then it was my sisters birthday and I had to get a present...
David: So, what are we supposed to do now then?!
Wendy: Wait until next paycheck? Fix it ourselves?
David: Great :-/  just fucking great. grrr!""","Wendy suspects the upstairs toilet is blocked, to which David expresses frustration as it’s a recurring issue. Wendy clarifies she hasn’t flushed anything inappropriate. They reminisce about the ease of renting compared to owning. Wendy reveals they can’t afford a plumber this month because she spent their savings on a birthday gift, leaving David upset as they consider fixing it themselves or waiting until their next paycheck."
"""Kaylen: In ur country there is  left-hand traffic?
Rowen: Yes we drive on the left
Kaylen: Hehe ok
Kaylen: <file_photo>
Rowen: You look gorgeous!
Kaylen: Thank you. I'm sure I wouldn't be able to drive there then
Rowen: Haha. You're welcome
Kaylen: Or I would have to close my eyes while driving hahhaha
Rowen: Hahaha""","Kaylen asks if Rowen's country has left-hand traffic, and Rowen confirms they drive on the left. Kaylen shares a photo, and Rowen compliments her. Kaylen jokes that she wouldn't be able to drive there, even humorously suggesting she might have to close her eyes while doing so. They both share a laugh."
"""Tom: I have to go there:
Tom: <file_other>
Jonathan: this is insane, you know it, right?
Tom: I know, I love insane things
Oscar: are you kidding?
Tom: not at all
Oscar: I'm not spending a fortune to get to a piece of land in the middle of nowhere
Kit: But the idea is amazing
Kit: is it the real Robinson Crusoe's island??
Tom: it seems it is!""","Tom is planning a trip to a remote location, which Jonathan finds crazy. Tom admits he loves crazy things. Oscar is against spending money on what he sees as a pointless trip, but Kit finds the idea fascinating, especially because it might be the real Robinson Crusoe's island. Tom confirms it appears to be the case."
"""Emely: Hey. Could u help me with one task? I have to fill in the gaps and I find it a little bit strange task
Titus: How is that strange ?
Emely: I have problems to so it haha. Can I send a photo of this task and then I will wrote u my answers? There are 10 sentences
Titus: Ok I'm doing something now but I can look at it quickly if it won't take up a lot of my time
Emely: Ok
Emely: <file_photo>
Titus: Can't really see that
Emely: A) a cash cow b) hoes down the drain c) nepotism d) a golden opportunity e) a sweetheart deal f) win-win g) grease sb's palm h) a license to print money i) in full swing j) implementation
Titus: But I cannot read it
Emely: Really? I can see it very well on my phone
Titus: That sounds about right
Emely: So u can see it?
Titus: Barely
Emely: Oh ok""","Emely asks Titus for help with completing a task that involves filling in gaps in sentences. She finds the task somewhat strange and has trouble with it. Titus agrees to help despite being busy but mentions he can only spare a little time. Emely sends a photo of the task, but Titus tells her he can't read it well. After some back and forth, Emely provides a list of possible answers, and Titus confirms that he can barely see the content on the photo."
"""Aldo: Hi, did you get my email?
Marco: Yes I did, thank you
Aldo: I hope you like my article
Aldo: It took me weeks to finish it
Marco: Ok, I'll print it and read it right now
Aldo: Thanks
Marco: How many pages is it?
Marco: Ok, got it, it's 12
Aldo: Yep, 12
Marco: Ok""",Aldo asks if Marco received his email containing an article that took weeks to finish. Marco confirms receiving it and decides to print and read the 12-page article immediately.
"""Harris: How are U?
Lena: Fine, U?
Harris: Been better.
Lena: ?
Harris: My friend Aoki died yesterday.
Lena: O No!
Harris: Yeah.
Lena: What happened?
Harris: Not sure yet. Thinking the worst...
Lena: O how awful!
Harris: Yes.
Lena: You just never know.
Harris: True.
Lena: Had you seen her lately?
Harris: Not for a few months. She lives in Michigan.
Lena: Oh, that's far.
Harris: Not too far but far enough.
Lena: Right.
Harris: Got to go, mom's calling.
Lena: K bi. Feel better!
Harris: K will do""","Harris informs Lena that his friend Aoki died recently, to which Lena expresses her condolences. Harris is unsure about the cause but fears the worst. Lena empathizes and acknowledges the unpredictability of life. Harris mentions he hadn't seen Aoki in a few months because she lived in Michigan. Harris then has to leave as his mom is calling, and Lena wishes him well."
"""Hannah: HAPPY NEW YEAR!!! :))) 
Brooklyn: Same to you! Have you made any New Year's resolutions? ;>
Hannah: A whole list ^^
Hannah: New year, new me :D
Brooklyn: Really? :D So how you're going to change your life this year?
Hannah: First, I'm gonna lose weight and exercise everyday (or at least 3 times a week).
Hannah: Second, I want to learn how to cook and start meal prepping
Hannah: Finally, I'm gonna find my future husband (or at least start using dating apps):D
Hannah: And you? Have you set any goals for 2019?
Brooklyn: Hmm, interesting :D especially the last point ^^
Brooklyn: Yeah, just one - not to make any resolutions.
Hannah: Whyyyy??
Brooklyn: I just don't believe that a new year means a fresh start.
Brooklyn: Every past year I told myself I would lose weight, quit smoking, start going to the gym etc. And I'm still a fatty, who smokes like a chimney and rarely leaves their couch.
Hannah: You're a little ray of sunshine, aren't you? ;)
Brooklyn: :p And you're an undaunted optimist. What makes you believe that everything is going to change for the better?
Hannah: I don't know, I just like to think that we get numerous second chances to change our lives, to make right what's wrong.
Hannah: That's it, I don't have any better explanation.
Brooklyn: Well, you haven't convinced me. :) Nevertheless good luck with all your resolutions. ;)
Hannah: Thanks! :*""","Hannah excitedly wishes Brooklyn a Happy New Year and shares her numerous resolutions, including losing weight, exercising, learning to cook, and finding a significant other. Brooklyn, conversely, has opted to make no resolutions, explaining that previous attempts have always failed, leaving them pessimistic about new beginnings. Despite this, Hannah remains optimistic about having continuous chances for improvement. Brooklyn wishes her luck with her goals."
"""Trevor: I've got a bit of a problem, Uncle
Richard: Have you, Trevor?
Trevor: Yes, Uncle I need to get you advice on how to break this to Dad
Richard: You haven't gone and got that Abigail up the duff have you?
Trevor: That's the long and short of it, Uncle.
Richard: Shit. How did that happen?
Trevor: Well, it's her father's fault, Uncle.
Richard: Her father's fault? And him a church pastor?
Trevor: Yes, Uncle. She has sneaked me into the house really quietly and we are in her bedroom doing it.
Richard: Fucking hell. Do go on.
Trevor: And we haven't got any condoms so I am planning to pull out at the last moment
Richard: Unbelieveable: Bloody idiot. What then?
Trevor: So I am just pulling out and all of a sudden in bursts her father and delivers me such a kick up the arse that I am back in there coming.
Richard: So you say it is all his fault, then? Incredible.
Trevor: Yes. 
Richard: So maybe we can get him to pay the child support instead of you then, eh?""","Trevor confides in his Uncle Richard that he got his girlfriend, Abigail, pregnant. He explains that the pregnancy occurred because her father, a church pastor, interrupted them mid-act, causing Trevor to accidentally impregnate her. Richard sarcastically suggests they could make her father pay child support since it was allegedly his interference that led to the situation."
"""Julia: I mean I like my Instagram. And my Snapchat. Oh and Twitter. And sometimes Facebook.
Gail: So do I. But this doesn't mean I'm addicted. 
Julia: Neither am I. I like looking at photos of my friends and sharing stuff with them. And I think they like it when I post stuff.
Gail: I certainly do. And I like to spy on ppl :)
Julia: Rly?
Gail: Yeah! It's a lot of fun! Like I was spying on Em and turns out she's into some guy from work ;)
Julia: Rly? Intriguing.
Gail: I know! :) and Jessica is thinking about going on diet.
Julia: Wasn't she on one already?
Gail: Nah. Whenever she posts a lot of fitness-related stuff, she's just thinking about, but doing nothing rly. 
Julia: I always thought she was training day and night!
Gail: Nah. That's just how she is. The more she posts, the less she does. Like she had a phase for animal shelters. Remember?
Julia: Yeah. She just wouldn't shut up about it. She posted every single thing she could find on the subject!
Gail: Right. And turned out that was everything she did. Never visited one. Never donated a dime. Never did anything.
Julia: And all the time I thought she was so active and pro-active and charitable. She had me fooled ;)
Gail: U see? Spying on ppl is fun :)
Julia: Speaking of which, did u spy on me?
Gail: No, y would I?
Julia: It's fun?
Gail: Oh no! Don't get me wrong! We talk all the time, so no need to spy on u ;)
Julia: Gr8.
Gail: Besides ur pretty straightforward.
Julia: What do u mean?
Gail: When ur eating, u post food. When ur training, u post fitness materials or photos. When ur relaxing, u post a bunch of stuff.
Julia: I know :) that's y ppl like what I do, 'caus I genuine :)
Gail: Yeah...
Julia: What's that supposed to mean?
Gail: Hillary thinks u overdo it and have no life in real life.
Julia: That bitch!
Gail: I know!""","Julia and Gail discuss their use of social media platforms and clarify that they don't believe they are addicted. They enjoy sharing and viewing posts, with Gail admitting she spies on people for fun. She reveals personal details about their mutual friends, like Em's crush and Jessica's inconsistent commitment to dieting and animal shelters. Julia is surprised by these revelations and feels fooled by Jessica's online persona. When Julia asks if Gail spies on her, Gail reassures her that she doesn’t need to because they communicate frequently and Julia's posts are straightforward. However, Gail shares that Hillary thinks Julia overdoes her social media activity and lacks a real-life presence, which upsets Julia."
"""Anne: I hate that bitch!
Catherine: What did she do again???
Nora: Who's the bitch?
Nora: Sorry I missed something
Catherine: Miranda!!! 
Catherine: We all hate her
Anne: Yesterday she called Tom, was all sweet with him you know how she can be....
Catherine: No way she did it!! How dare she!! She knows you guys are dating.
Anne: I think that's why she did it. She wants to take Tom away from me.
Nora: Oh, come on! She's not his type! ""","Anne expresses her hatred for Miranda, saying she was being sweet to Tom, Anne's boyfriend. Catherine and Nora join in the discussion, with Catherine supporting Anne's dislike for Miranda, suggesting Miranda's actions were intentional. Nora downplays the situation, saying Miranda isn't Tom's type.
"
"""Ella: Hey my dear family, could i ask you to confrim that youre coming and if you have any dietary requirements through this link. I need this information for the catering company. HUgs <file_other>
Barbara: Done!!!
Eva: <3
Barbara: I flled out for mom too
Ella: I saw that
Barbara: (Y)""","Ella asked her family to confirm their attendance and dietary requirements via a link for catering purposes. Barbara responded that she has completed it for both herself and their mom, which Ella acknowledged. Eva responded with a heart emoji."
"""Joshua: Hi sister, when will you be arriving
Sarah: i will reach New York this coming Thursday.
Joshua: That's great. See you then.. I will be waiting for my gift
Sarah: yeah sure.. hahaha""","Joshua asks Sarah when she will arrive. Sarah replies she will reach New York on Thursday. Joshua expresses excitement and mentions he will wait for his gift, to which Sarah agrees with a laugh."
"""Allison: Hey girls! 
Maya: hey!
Sarah:  hey, why you so cheerful?
Allison: Guess what!
Allison: I've got a scholarship!
Maya: no way! you have made it!
Sarah: shut up!
Allison: yeee, and it is the highest posible rank i could get
Maya: we so proud, when do we celebrate!?
Sarah: <file_gif> 
Allison: Whenever you want! thank you <3""","Allison excitedly shares that she received a top-rank scholarship, prompting congratulations and celebration plans from her friends Maya and Sarah."
"""Abdellilah: Where are you?
Sam: work
Abdellilah: What time you finish?
Sam: Not til 5
Abdellilah: Are your bringing him over tonight:
Sam: No in the morning:
Abdellilah: ok, what time?
Sam: About 9. Is that ok?
Abdellilah: ok - see you then""","Abdellilah asks Sam about his whereabouts and work schedule, confirming that Sam will bring someone over the next morning at 9. Sam agrees and they conclude the conversation, planning to meet then."
"""Betty: What's on at the cinema tonight?
Phil: I don't know. I haven't checked it either.
Betty: I'm looking at the website. There are two comedies and one thriller which seem interesting.
Phil: Choose. I'm fine with whatever.
Betty: What if you get bored?
Phil: I won't. Don't worry. Just choose.
Betty: Ok. So the thriller. We watch lots of comedies at home.
Phil: Fine :-) Could you book the tickets if you're already on the site?
Betty: Sure.
Betty: Done :-)
Phil: When and where would you like to meet?
Betty: How about 6pm near the theatre?
Phil: It may be a little difficult for me. 6.30? 
Betty: Ok. I was thinking about a short walk before the movie but we can have a stroll afterwards as well :-)
Phil: Thanks :-)
Betty: Shall I prepare dinner or do you fancy eating out tonight?
Phil: Dinner with you at home.
Betty: Ok. I have a few ideas for our menu :-)
Phil: Won't it be a big problem for you? 
Betty: Not at all. Pleasure.
Phil: :-D Thanks and see you :-)
Betty: :-*""","Betty and Phil discuss their plans for the evening, deciding to watch a thriller at the cinema. Betty checks the movie options online, books the tickets, and they agree to meet at 6:30 pm near the theater. They also plan to have dinner at home, with Betty preparing the meal."
"""Robert: Happy Christmas! Wishing you and Elena all the best for the Christmas season and a Happy New Year!
Serge: Thanks, you too, Robert.
Robert: By the way - please cancel the phone number for me that starts with 713. The one beginning with 304 is the only number for me now.
Serge: OK, Robert. Is all OK?
Robert: Well, I will tell you more in a few weeks, but in short from today I am looking for a new job.
Serge: What? They sacked you? After your huge success in the Ukraine?
Robert: That's life.
Serge: Those fucking bastards.
Robert: Well, I could see it coming, ever since the merger. The Swedes didn't even bother to find out what people did before they started laying them off.
Serge: Send me your CV, I know one Belgian guy who is thinking of opening a new factory here. Can't promise anything, but at least I can try.
Robert: Serge, I really appreciate that.""","Robert wishes Serge a happy Christmas and requests to cancel an old phone number. He reveals he's looking for a new job after being laid off despite his success, attributing it to a recent company merger. Serge expresses sympathy and offers to help by forwarding Robert's CV to a contact who might be opening a new factory."
"""Lily: I spent an amazing night with this guy
Kate: What's his name?
Lily: Thomas
Kate: Is he English?
Lily: He is Romanian, but from an extremely rich family, it seems
Kate: What does he do in London?
Lily: LSE
Kate: of course, so predictable 
Lily: Hahah, but I expected him to be more banal and boring
Kate: but?
Lily: to be more mediocre...
Kate: in size, in passion or in wallet?
Lily: In everything. I've had so much pleasure that I have a headache
Kate: I'm glad to read that. You deserved some fun after the last weeks.
Lily: haha, I agree!""","Lily shares with Kate that she spent an amazing night with a Romanian guy named Thomas, who comes from a rich family and is studying at LSE in London. Despite Kate's initial assumption that he'd be predictable, Lily found him surprisingly enjoyable and not mediocre in any way. Lily expresses that she had such a great time it gave her a headache. Kate is happy for Lily, noting she deserved some fun after recent tough weeks."
"""Sam: hi, i need a help
Sarah fashion: hello how can i help?
Sam: Actually i was looking for a nice black dress for my wife, i mean i dont want the in-store product..
Sarah fashion: Yes sir, we make dresses on order as per customer requirements.
Sam: yeah i saw that option on the web page, actually its a surprise gift for her, but i have no idea what should be the requirements of the dress.
Sarah fashion: oh in that case why dont you choose something ready made sir
Sam: Actually i want something different for her something she has not seen before
Sarah fashion: that nice, do you have any sketch in your mind it would be easier to help 
Sam: yes that it should be a dress, black in color decent and elegant, and.... thats it :(
Sarah fashion: :) dont worry Sir we will try to help you as much as we can but you have to choose between the choices we give you
Sam: Sure.
Sarah fashion: Would you mind coming to the store? or you want to place order here only?
Sam: i was wondering if i could get help and decide i would place order right here...
Sarah fashion: Sure sir i am sending you few pictures you can mix and match the designs and that way we would be able to create a new design?
Sam: that sounds like a good idea..
Sarah fashion: <file_photo><file_photo><file_photo><file_photo><file_photo><file_photo><file_photo><file_photo>
Sam: wow! they are all so good but they are available for every one right?
Sarah fashion: yes sir!
Sam: ok so i want the cut that is in <file_photo> sleeves like this<file_photo> length and buttons <file_photo>
Sarah fashion: Nice choice sir, your product number is 898998 now you can order on the website with this product number and the same procedure would be applied to your order.
Sam: Thank you so much, i didnt know it was so easy.
Sarah fashion:  Your welcome sir, We are glad your liked the service and we hope you like the dress too. 
Sam: :)""","Sam contacts Sarah Fashion to get a custom-made black dress for his wife. He wants something unique and different from the in-store products but has no specific design in mind. Sarah Fashion suggests either choosing a ready-made dress or creating a customized one by mixing and matching elements from photos of various designs. Sam decides on the latter, specifying particular features from different photos. Sarah Fashion provides him with a product number to place the order online. Sam appreciates the easy process and thanks Sarah Fashion for the assistance."
"""Kamden: Hey!
Mckinley: Hi!
Kamden: I haven't seen you in a while - i've mostly been off social media. Maybe you'll let me have a little peek?
Mckinley: You aren't on fb anymore?
Kamden: I use chat on fb. I'm not big on social media use
Mckinley: Hmm...
Kamden: It helps me keep up with good friends
Mckinley: But you always can open it and check my photos lol
Mckinley: Yeah I use fb mostly to keep contact with people
Kamden: It's true. But I guess it would be more enticing to get it from you. 😏 Yeah it's my main reason. But I spend zero time therecc
Mckinley: Lol I'm not a phone selfie person
Kamden: Thats a shame. Lol
Mckinley: Lol""","Kamden and Mckinley catch up after not seeing each other for a while. Kamden mentions they've been off social media but still use Facebook chat to keep up with close friends. Mckinley uses Facebook mainly to stay in touch with people, despite not being active in posting photos. They both share a light-hearted exchange about Kamden checking Mckinley's photos online."
"""Jason: Yo, what are you doing after work?
Mike: Going to the gym and then home boy.
Jason: You eating at home?
Mike: Yep, bring your food and come over.
Jason: Will do. Afterwards we play some Destiny 2 on ps4?
Mike: You bet ya, that game is so addictive!
Jason: Ok cya later then!´
Mike: Oh yeah👌""",Jason and Mike plan to hang out after work. Mike will go to the gym first and then head home. He invites Jason to bring food and join him at home. They will eat and then play Destiny 2 on PS4 together. Both are excited about their plans.
"""Daisy: hey whats up
Linda: Not much
Linda: Im just packing
Daisy: off on a vacation
Linda: didn't I tell ya?
Linda: I'm moving
Daisy: really?
Daisy: what happened?
Daisy: you had a great place!
Linda: got a new job
Linda: I'm moving to Ohio
Daisy: OHIO!
Daisy: that so far away :(
Linda: yeah well
Linda: It's just for 6 months
Daisy: and your apartment?
Linda: my brother is going to live there
Daisy: can we meet up?
Daisy: before you go?
Linda: ehh I have like no time for anything
Linda: maybe you can come by
Daisy: Sure!
Daisy: I'll help you pack :D
Linda: that would be great! ""","Linda is moving to Ohio for a new job for six months and is currently packing. Daisy is surprised and saddened by the news, as she thought Linda had a great place. Linda's brother will live in her apartment while she's away. Daisy offers to meet up and help Linda pack, and Linda agrees."
"""Hayden: Anyway I have 1 month to write my thesis. And then I need to decide what studies I should choose and I have a problem because I don't know what I can do in the future to make good money
Margaret: You'll find something
Hayden: And the only studies I'm interested in are African studies but I'm not sure I can make big money later on haha except for working in the embassy or something like that. I was thinking about working as a flight attendant. It would be easy for me to get that job since I can swim (and here it's obligatory) I'm even a water rescuer. I know English italian and polish and a bit of german.
Margaret: So go ahead for it
Hayden: But to be honest , I don't think so that job is so great. I can't work there forever and I'm not that sure I wanna risk every time hahah since flight accidents happen
Margaret: Hahahaha you shouldn't think about that
Hayden: But I don't wanna die hhahahahah
Margaret: It would be good you would get to travel a lot""","Hayden is concerned about his future career prospects and making good money. He is interested in African studies but unsure about its financial viability, considering the possibility of working in an embassy. He also contemplates becoming a flight attendant, due to his swimming skills and language proficiency, but worries about the risks of flight accidents. Margaret encourages him and suggests focusing on the travel opportunities of being a flight attendant."
"""Alan: <file_photo>
Alan: look what I just found :)
Robert: dude, that's just nasty and you know it :) 
Robert: it has no sugar, no taste, and additional cinnamon flavoring
Alan: yeah, I know - that's awesome :)
Robert: you sir have a very strange tastes :P
Alan: well, and I found a perfect company for it <file_photo>
Robert: oh, that's more like it!
Robert: but does the whiskey go well with the cinnamon? flavored whiskey is the worst... 
Alan: Actually it does taste surprisingly well. The cinnamon is not overpowering. If you put enough whiskey that is :)
Rob: Lol, thought so :)
Rob: I just wish the brought the old cherry flavor back...
Rob: not the useless no-sugar stuff
Alan: Ah, that is true :)""","Alan shares a photo of a new cinnamon-flavored item he found, to which Robert responds disapprovingly, citing its lack of sugar and taste. Alan defends the item and adds another photo of a whiskey to pair it with. Robert is more receptive to the whiskey but questions the pairing with cinnamon. Alan reassures him that the combination is surprisingly good. Robert expresses a preference for the old cherry flavor and criticizes no-sugar options, with Alan agreeing."
"""Yaz: Going to slimming club tonight?
Mary: Well, I don't want to, but I really should. I've been so bad, though!
Yaz: Me too, choccies, wine, cake, you name it!
Mary: Well, we should bite the bullet. She'll tell us off, I expect. Feels like being back at school!
Yaz: Well, she IS our old cookery teacher! See you at 6ish, pick you up!?
Mary: Yep! See you then!""","Two friends, Yaz and Mary, discuss attending a slimming club meeting. Mary is reluctant due to poor diet choices, but both agree they should go despite expecting reprimands from their instructor, who is also their former cookery teacher. Yaz offers to pick Mary up around 6 PM."
"""Ellie: hey, are you at the university?
Aaliyah: yep
Camille: I'm sick :/
Ellie: shiet....that's bad
Ellie: Aali, where are we having our classes now?
Aaliyah: 342 on the second floor""",Ellie asks Aaliyah if she's at the university. Aaliyah confirms she is. Camille says she's sick. Ellie reacts to Camille's illness and then asks Aaliyah about the location of their classes. Aaliyah responds that the classes are in room 342 on the second floor.
"""Nathan: <file_video>
Aaron: OMG!!! 
Aaron: 😂😂😂😂
Aaron: looool
Aaron: do you know her mate? 🤣🤣
Aaron: my cat's face looks like that when he's taking a dump..🤣🤣🤣
Aaron: <file_gif>
Aaron: the angels must be weeping 🤭🤭🤭 
Aaron: <file_gif>
Aaron: <file_gif>
Nathan: Hahahaha
Nathan: She's having a spiritual moment 😉
Nathan: No clue mate, Dan sent it over
Nathan: A tragedy to say the least 😂😂
Aaron: <file_gif>
Aaron: looking for Jesus
Nathan: 😂😂😂
Aaron: hilarious..hahahaha""","Nathan sends a video to Aaron, who reacts with laughter and finds it extremely funny, comparing the person in the video to various humorous scenarios including his cat and spiritual experiences. Nathan mentions he received the video from Dan and agrees that it's amusing. They exchange multiple GIFs and continue to laugh about it."
"""Emma: You havent been back yet? and where's shake
William: I have been in que for past 20 minutes. Too much rush here
Emma: Ok Hurry up. We cant wait anymore :( 
William: Dont worry. Its my turn up next
Emma: :D 
William: Coming back in 5
Emma: Ok waiting""","Emma asks William if he has returned and where the shake is. William explains he’s been waiting in line for 20 minutes due to the rush. Emma urges him to hurry up, and William assures her it's almost his turn. He says he'll be back in 5 minutes, to which Emma responds she’s waiting."
"""Bob: did you reserve the tickets for tomorrow?
Melanie: Jake promised me he will do that
Melanie: he has some workplace discount on them
Bob: Jake are you here?? Did you reserve the tickets?
Jake: yes I did, 3 tickets for tomorrow, 7 pm
Jake: and we got a 30% discount on them too :)""","Bob asks if the tickets for tomorrow are reserved. Melanie says Jake promised to do it with a workplace discount. Bob asks Jake, who confirms he reserved 3 tickets for 7 pm with a 30% discount."
"""Freddie: What are you watching on Netflix? I've just finished Mad Men.
Kelly: I've just finished The Crown. 
Freddie: There should be new episodes coming soon.
Kelly: OMG! i can't wait! :)
Freddie: Try Outlander or The Tudors in the meantime.
Jim: i'm watching I, Zombie.
Bob: try Grimm or Sabrina. They're both great!
Kelly: they are all horrible and disgusting! 
Bob: i think they are funny. They're just TV shows don't take them too seriously. x 
Greg: I'm watching House of Cards though must admit the new series is boring.
Mike: i agree. not the same without Kevin Spacey! You should try The West Wing if you enjoy political dramas.
Greg: Netflix original Bodyguard is supposed to be good from what I've heard.
Mary: I'm a bit ashamed to confess i enjoy stuff like Pretty Little Liars or Gossip Girl ;)
Nancy: don't be ashamed i enjoy them too! and my favourite one is Desperate Housewives!!!
Mary: I know! I watched it twice!
Alan: I'm catching up with Friends.
Nancy: OMG! i used to love Friends!""","Freddie and Kelly discuss their recently finished Netflix shows and anticipate new episodes. Freddie suggests alternatives, while Bob and Jim recommend other series. Kelly dismisses some suggestions as horrible, but Bob finds them amusing. Greg and Mike find the new *House of Cards* boring, with Mike suggesting *The West Wing* for political drama fans. Greg mentions *Bodyguard* as good. Mary and Nancy confess they enjoy shows like *Pretty Little Liars,* *Gossip Girl,* and *Desperate Housewives*. Alan is catching up with *Friends*, which Nancy also loved."
